,title,recipe_data_output,model_output
409,hot taco rice,"[""'ground beef'"", ""'onion'"", ""'salsa sauce'"", ""'chicken'"", ""'tomato sauce'"", ""'rice'""]","

Rice, Ground Beef, Onion, Garlic, Taco Seasoning, Tomatoes, Bell Peppers, Cheese, Sour Cream, Lettuce, Salsa, Hot Sauce"
410,moist devil s food cake,"[""'cake mix'"", ""'cherry pie filling'"", ""'oil'"", ""'eggs'""]","

Flour, cocoa powder, baking soda, baking powder, salt, butter, sugar, eggs, sour cream, vanilla extract, hot water."
411,peanut butter twinkies,"[""'sugar'"", ""'light karo syrup'"", ""'peanut butter'"", ""'oleo'"", ""'vanilla'"", ""'cornflakes'""]","

Wheat Flour, Sugar, Partially Hydrogenated Vegetable Oil (Soybean and/or Cottonseed and/or Canola), Corn Syrup, Dextrose, Eggs, High Fructose Corn Syrup, Leavening (Baking Soda, Sodium Acid Pyrophosphate, Monocalcium Phosphate), Modified Corn Starch, Salt, Soy Lecithin, Artificial Flavor, Peanut Butter (Peanuts, Sugar, Hydrogenated Vegetable Oil [Cottonseed and/or Rapeseed"
412,low calorie pumpkin pie,"[""'solid pack pumpkin'"", ""'milk'"", ""'egg'"", ""'egg whites'"", ""'biscuit mix'"", ""'sugar'"", ""'packets sugar substitute'"", ""'pumpkin pie spice'"", ""'vanilla'""]","

Pumpkin puree, evaporated skim milk, egg whites, sugar, cornstarch, cinnamon, nutmeg, ginger, allspice, salt, butter, vanilla extract."
413,zucchini squares,"[""'zucchini'"", ""'onion'"", ""'clove garlic'"", ""'parmesan'"", ""'oil'"", ""'parsley'"", ""'salt'"", ""'salt'"", ""'oregano'"", ""'eggs'""]","

Eggs, zucchini, onion, garlic, Parmesan cheese, bread crumbs, olive oil, salt, pepper."
414,pound cake,"[""'butter'"", ""'crisco'"", ""'sugar'"", ""'eggs'"", ""'flour'"", ""'baking powder'"", ""'sweet milk'"", ""'vanilla'""]","

Flour, Sugar, Butter, Eggs, Milk, Baking Powder, Vanilla Extract"
415,butternut cookies,"[""'butter'"", ""'sugar'"", ""'vanilla'"", ""'flour'"", ""'salt'"", ""'walnuts'"", ""'confectioners sugar'""]","

Butter, brown sugar, white sugar, eggs, vanilla extract, all-purpose flour, baking soda, salt, ground cinnamon, ground nutmeg, ground ginger, ground cloves, butternut squash puree"
416,hattie coffer s kool aid punch,"[""'water'"", ""'sugar'"", ""'ginger ale'"", ""'lemon juice'"", ""'pineapple juice'"", ""'water'""]","

Lemonade Kool-Aid, sugar, pineapple juice, orange juice, lime juice, maraschino cherries, ice cubes"
417,scalloped corn,"[""'onions'"", ""'butter'"", ""'flour'"", ""'salt'"", ""'paprika'"", ""'black pepper'"", ""'milk'"", ""'whole kernel corn'"", ""'egg'"", ""'breadcrumbs'""]","

Creamed corn, butter, flour, milk, salt, pepper, breadcrumbs, cheddar cheese."
418,becky s punch,"[""'black cherry'"", ""'water'"", ""'pineapple juice'"", ""'frozen lemonade'"", ""'sugar'""]","

Lemonade, Orange Juice, Pineapple Juice, Cranberry Juice, Ginger Ale, Orange Slices, Maraschino Cherries"
419,chicken saltimbocca,"[""'chicken breasts'"", ""'thin'"", ""'swiss cheese'"", ""'tomato'"", ""'sage'"", ""'bread crumbs'"", ""'parmesan cheese'"", ""'parsley'"", ""'butter'""]","

Chicken, Prosciutto, Sage, Flour, Butter, White Wine, Lemon Juice, Salt, Pepper"
420,toll house cookies,"[""'shortening'"", ""'brown sugar'"", ""'white sugar'"", ""'flour'"", ""'soda'"", ""'eggs'"", ""'water'"", ""'vanilla'"", ""'salt'"", ""'oatmeal'"", ""'nuts'"", ""'chocolate chips'""]","

Butter, sugar, brown sugar, eggs, vanilla extract, all-purpose flour, baking soda, salt, chocolate chips"
421,chicken tortilla casserole,"[""'tortillas'"", ""'chicken'"", ""'cream of chicken soup'"", ""'cream of mushroom soup'"", ""'sour cream'"", ""'picante sauce'"", ""'onion'"", ""'cheddar cheese'""]","

Chicken, Tortillas, Onion, Garlic, Tomatoes, Green Chilies, Cheese, Sour Cream, Cilantro, Olive Oil, Salt, Pepper"
422,chop suey,"[""'stew meat'"", ""'mushrooms'"", ""'chop suey vegetables'"", ""'onion'"", ""'soy sauce'""]","

Celery, Onion, Carrot, Bean Sprouts, Water Chestnuts, Mushrooms, Bamboo Shoots, Chicken, Beef, Shrimp, Soy Sauce, Oyster Sauce, Rice Wine, Cornstarch, Sugar, Salt, Pepper."
423,vegetable pizza,"[""'crescent rolls'"", ""'cream cheese'"", ""'mayonnaise'"", ""'vegetables'""]","

Tomato, Onion, Capsicum, Olives, Mushrooms, Sweet Corn, Jalapenos, Bell Peppers, Spinach, Garlic, Basil"
424,log cabin toast,"[""'sugar'"", ""'cinnamon'"", ""'white'"", ""'margarine'""]","

Bread, butter, syrup, cinnamon, nutmeg, sugar."
425,yum yum salad,"[""'cherry pie filling'"", ""'pineapple'"", ""'borden milk'"", ""'pecans'""]","

Tomatoes, Cucumbers, Onions, Olives, Feta Cheese, Olive Oil, Lemon Juice, Salt, Pepper"
426,my caramel rolls,"[""'yeast'"", ""'sugar'"", ""'water'"", ""'eggs'"", ""'oleo'"", ""'salt'"", ""'flour'""]","

Flour, sugar, butter, yeast, milk, eggs, salt, vanilla extract, brown sugar, cinnamon"
427,spanish hamburger,"[""'hamburger'"", ""'salt'"", ""'white onion'"", ""'green pepper'"", ""'celery'"", ""'tomato soup'""]","

Bun, Ground Beef, Onion, Garlic, Paprika, Salt, Pepper, Tomato, Lettuce, Mayonnaise, Ketchup"
428,turkey vegetable stir fry,"[""'cornstarch'"", ""'soy sauce'"", ""'ground ginger'"", ""'chicken broth'"", ""'carrot'"", ""'vegetable oil'"", ""'mushrooms'"", ""'green onions'"", ""'celery'"", ""'snow peas'"", ""'brown rice'"", ""'slivered almonds'""]","

Turkey, bell peppers, onion, carrots, broccoli, mushrooms, garlic, soy sauce, vegetable oil"
429,mango with tomatoes and scallions or leeks,"[""'mango'"", ""'tomatoes'"", ""'scallions'"", ""'lemon juice'"", ""'safflower oil'"", ""'mustard'""]","

Mango, Tomatoes, Scallions, Leeks"
430,vegetable pizza,"[""'crescent rolls'"", ""'cream cheese'"", ""'mayo'"", ""'dressing'""]","

Tomato, Onion, Capsicum, Olives, Mushrooms, Sweet Corn, Jalapenos, Bell Peppers, Spinach, Garlic, Basil"
431,luau,"[""'pork sausage'"", ""'white minute rice'"", ""'green pepper'"", ""'onions'"", ""'celery'"", ""'almonds'"", ""'noodle soup'""]","

Pineapple, Kalua Pig, Poi, Lomi Lomi Salmon, Ahi Poke, Macaroni Salad, Haupia, Coconut Cake, Taro Rolls, Tropical Fruit Salad"
432,ma s dill pickles,"[""'water'"", ""'vinegar'"", ""'salt'"", ""'sugar'""]","

Cucumbers, Water, Vinegar, Salt, Dill, Garlic, Mustard Seeds, Peppercorns, Red Pepper Flakes"
433,stir fried gumbo,"[""'okra'"", ""'salt'"", ""'flour'"", ""'oil'"", ""'ground beef'"", ""'green bell peppers'"", ""'jalapeno pepper'"", ""'onion'"", ""'carrot'"", ""'butter'"", ""'tomatoes'"", ""'salt'""]","

Onion, bell pepper, celery, okra, shrimp, sausage, garlic, thyme, bay leaves, chicken broth, Worcestershire sauce, hot sauce, rice."
434,no bake chocolate cookies,"[""'sugar'"", ""'cocoa'"", ""'milk'"", ""'oleo'"", ""'vanilla'"", ""'peanut butter'"", ""'oats'""]","

Butter, sugar, cocoa powder, milk, vanilla extract, oatmeal, peanut butter"
435,carrot cake,"[""'flour'"", ""'soda'"", ""'salt'"", ""'sugar'"", ""'cinnamon'"", ""'oil'"", ""'eggs'"", ""'carrots'"", ""'nuts'""]","

Carrots, Flour, Sugar, Baking Powder, Baking Soda, Salt, Cinnamon, Nutmeg, Eggs, Vegetable Oil, Vanilla Extract, Walnuts"
436,no fat rice and vegetable dish,"[""'rice'"", ""'summer squash'"", ""'zucchini'"", ""'onions'"", ""'mushrooms'"", ""'fresh tomato'"", ""'garlic'"", ""'basil'"", ""'lemon pepper'""]","

Rice, Vegetables, Olive Oil, Garlic, Onion, Salt, Pepper"
437,oyster fritters,"[""'flour'"", ""'baking powder'"", ""'baking soda'"", ""'eggs'"", ""'buttermilk'"", ""'salt'"", ""'oysters'""]","

Eggs, Oysters, Flour, Milk, Salt, Pepper, Baking Powder, Oil"
438,quick coffee cake double recipe,"[""'flour'"", ""'baking powder'"", ""'cinnamon'"", ""'sugar'"", ""'salt'"", ""'eggs'"", ""'milk'"", ""'oleo'""]","

Flour, Sugar, Baking Powder, Salt, Milk, Butter, Eggs, Vanilla Extract, Brown Sugar, Cinnamon, Nutmeg"
439,belly buttons,"[""'crust'"", ""'flour'"", ""'butter'"", ""'brown sugar'"", ""'cinnamon'""]","

Salt, lactic acid, urea, ammonia, amino acids, proteins, lipids, fatty acids, glycerol, minerals, vitamins, enzymes, bacteria, fungi, yeast."
440,tater tot casserole,"[""'ground lean beef'"", ""'onion'"", ""'cream of mushroom soup'"", ""'mixed vegetables'"", ""'tater'""]","

Ground beef, onion, garlic, frozen tater tots, cream of mushroom soup, cheddar cheese, sour cream, salt, pepper."
441,cheesy cornbread,"[""'bacon'"", ""'cornbread mix'"", ""'eggs'"", ""'cream-style'"", ""'mayonnaise'"", ""'swiss'""]","

Cornmeal, Flour, Baking Powder, Salt, Butter, Milk, Eggs, Cheddar Cheese, Corn, Jalapeno Peppers"
442,rice crispy chicken,"[""'rice krispies'"", ""'paprika'"", ""'egg'"", ""'milk'"", ""'all-purpose'"", ""'salt'"", ""'pepper'"", ""'poultry seasoning'"", ""'margarine'"", ""'chicken'""]","

Chicken, Rice Crispies, Eggs, Milk, Flour, Salt, Pepper, Paprika, Garlic Powder, Onion Powder"
443,no fat added oven fried chicken,"[""'skinless'"", ""'vegetable cooking spray'"", ""'parmesan cheese'"", ""'bread crumbs'"", ""'thyme'"", ""'garlic powder'"", ""'onion powder'"", ""'ground black pepper'"", ""'salt'"", ""'nonfat buttermilk'""]","

Chicken breasts, olive oil, garlic powder, paprika, onion powder, black pepper, dried oregano, dried thyme, dried basil, salt."
444,sauerkraut salad,"[""'sauerkraut'"", ""'green bell pepper'"", ""'celery'"", ""'pimento'"", ""'onion'"", ""'vinegar'"", ""'sugar'"", ""'oil'""]","

Cabbage, Carrots, Onion, Apple, Mayonnaise, Mustard, Salt, Pepper, Dill, Vinegar"
445,sour cream meat loaf,"[""'ground lean beef'"", ""'carrot'"", ""'apple'"", ""'potato'"", ""'onion'"", ""'bacon'"", ""'eggs'"", ""'salt'"", ""'pepper'"", ""'nutmeg'"", ""'dry mustard'"", ""'sour cream'""]","

Ground beef, onion, garlic, bread crumbs, egg, sour cream, ketchup, Worcestershire sauce, salt, pepper."
446,stuffed chicken breast,"[""'stove top stuffing'"", ""'green pepper'"", ""'hot water'"", ""'cream of mushroom soup'"", ""'chicken breasts'"", ""'garlic'"", ""'pepper'"", ""'paprika'""]","

Breadcrumbs, Parmesan cheese, garlic, parsley, butter, olive oil, chicken breast, salt, pepper."
447,meg s power peanut butter balls,"[""'graham cracker crumbs'"", ""'crunchy peanut butter'"", ""'confectioners sugar'"", ""'butter'"", ""'paraffin'"", ""'chocolate chips'""]","

Peanuts, peanut butter, honey, rolled oats, chia seeds, coconut flakes, dark chocolate chips, sea salt."
448,indian meat loaf,"[""'ground beef'"", ""'ground pork'"", ""'salt'"", ""'pepper'"", ""'sage'"", ""'egg'"", ""'corn meal'"", ""'onion'"", ""'green pepper'"", ""'cream-style corn'"", ""'tomatoes'""]","

Ground beef, onion, garlic, ginger, garam masala, cumin, coriander, chili powder, turmeric, breadcrumbs, eggs, milk, cilantro, mint, lemon juice, salt, pepper."
449,creamy cheese crab dip,"[""'philadelphia cream cheese'"", ""'white wine'"", ""'crabmeat'"", ""'garlic powder'""]","

Cream cheese, crab meat, mayonnaise, garlic, onion, Worcestershire sauce, lemon juice, parsley, paprika, salt, pepper."
450,skillet beef and macaroni,"[""'ground beef'"", ""'onion'"", ""'tomato sauce'"", ""'water'"", ""'macaroni'"", ""'green pepper'"", ""'worcestershire sauce'"", ""'salt'"", ""'pepper'"", ""'chili powder'""]","

Ground beef, macaroni, onion, garlic, tomato sauce, beef broth, Worcestershire sauce, Italian seasoning, salt, pepper."
451,jiffy beef stroganoff,"[""'ground beef'"", ""'onion soup'"", ""'ginger'"", ""'noodles'"", ""'mushrooms'"", ""'water'"", ""'flour'"", ""'sour cream'""]","

Ground beef, onion, garlic, mushrooms, beef broth, Worcestershire sauce, sour cream, butter, flour, salt, pepper."
452,baked cheese sandwiches,"[""'eggs'"", ""'milk'"", ""'mustard'"", ""'bread'"", ""'cheese slices'""]","

Cheese, Bread, Butter, Salt, Pepper, Garlic Powder, Onion Powder"
453,teresa s brisket,"[""'garlic'"", ""'onion'"", ""'celery powder'"", ""'onion'"", ""'liquid smoke'"", ""'brisket'"", ""'worcestershire sauce'"", ""'black pepper'""]","

Onion, garlic, black pepper, paprika, cumin, chili powder, brown sugar, apple cider vinegar, beef broth, tomato paste, Worcestershire sauce, bay leaves, beef brisket."
454,heavenly rice,"[""'rice'"", ""'pineapple'"", ""'sugar'"", ""'cream'"", ""'marshmallows'""]","

Basmati Rice, Onion, Garlic, Ginger, Green Chillies, Cloves, Cardamom, Cinnamon, Bay Leaves, Cumin Seeds, Coriander Seeds, Turmeric Powder, Salt, Ghee, Cashew Nuts, Raisins."
455,baked salmon loaf,"[""'salmon'"", ""'celery'"", ""'onion'"", ""'fresh mushrooms'"", ""'milk'"", ""'egg whites'"", ""'bread crumbs'""]","

Salmon, bread crumbs, onion, celery, eggs, mayonnaise, lemon juice, parsley, garlic, pepper, salt."
456,favorite vegetable soup low fat,"[""'onion'"", ""'packets instant chicken broth'"", ""'garlic'"", ""'zucchini'"", ""'carrots'"", ""'parsley'"", ""'basil'"", ""'pepper'""]","

Carrots, celery, onions, potatoes, vegetable broth, garlic, parsley, thyme, bay leaves, black pepper, salt."
457,sour cream lasagna,"[""'egg dumpling noodles'"", ""'ground beef'"", ""'salt'"", ""'pepper'"", ""'garlic salt'"", ""'liquid smoke'"", ""'tomato sauce'"", ""'brown sugar'"", ""'cottage cheese'"", ""'sour cream'"", ""'green onions'"", ""'cheddar cheese'""]","

Lasagna noodles, ground beef, onion, garlic, tomato sauce, sour cream, ricotta cheese, mozzarella cheese, parmesan cheese, Italian seasoning, salt, pepper."
458,tater tot casserole,"[""'ground beef'"", ""'onion'"", ""'cream soup'"", ""'whole kernel corn'"", ""'cheddar cheese'"", ""'tater'""]","

Ground beef, onion, garlic, frozen tater tots, cream of mushroom soup, cheddar cheese, sour cream, salt, pepper."
459,earthquake cake,"[""'pecans'"", ""'coconut'"", ""'chocolate cake'"", ""'oleo'"", ""'cream cheese'""]","

Cake mix, butter, cream cheese, chopped pecans, coconut, vanilla instant pudding mix, evaporated milk, powdered sugar"
460,raw gluten,"[""'whole wheat flour'"", ""'water'""]","

Wheat flour, water, gluten, salt"
461,lemon chicken and zucchini,"[""'chicken breasts'"", ""'chicken broth'"", ""'cornstarch'"", ""'soy sauce'"", ""'sugar'"", ""'cooking oil'"", ""'ginger root'"", ""'zucchini'"", ""'lemon juice'""]","

Chicken, lemon juice, zucchini, olive oil, garlic, salt, pepper, parsley."
462,meat balls,"[""'ground beef'"", ""'sweet relish'"", ""'garlic powder'"", ""'onions'"", ""'onion salt'"", ""'egg'"", ""'n'""]","

Ground beef, breadcrumbs, onion, garlic, egg, parsley, salt, pepper, olive oil"
463,butternut chewies,"[""'margarine'"", ""'eggs'"", ""'light brown sugar'"", ""'vanilla'"", ""'flour'"", ""'baking powder'"", ""'salt'"", ""'nuts'""]","

Butter, brown sugar, white sugar, eggs, vanilla extract, all-purpose flour, baking soda, salt, butternut chips"
464,tennessee tea,"[""'sugar'"", ""'country'"", ""'tea'"", ""'white grape juice'""]","

Lemon juice, sugar, boiling water, whiskey, iced tea, mint leaves."
465,apple waldorf salad,"[""'apple'"", ""'red delicious apple'"", ""'celery'"", ""'pecans'"", ""'lemon juice'"", ""'nonfat yogurt'"", ""'cinnamon'"", ""'nutmeg'""]","

Apples, celery, walnuts, mayonnaise, lemon juice, honey, salt, pepper."
466,jackie s coconut pie,"[""'butter'"", ""'buttermilk'"", ""'sugar'"", ""'coconut'"", ""'eggs'"", ""'vanilla'""]","

Crust: Flour, Sugar, Salt, Butter, Coconut Milk,
Filling: Coconut Milk, Sugar, Cornstarch, Egg Yolks, Butter, Vanilla Extract, Coconut Flakes, Salt."
467,navy bean soup,"[""'navy beans'"", ""'salt pork'"", ""'tomatoes'"", ""'potatoes'"", ""'onions'"", ""'carrots'"", ""'salt'"", ""'pepper'"", ""'celery salt'""]","

Navy beans, onion, celery, carrots, garlic, vegetable broth, bay leaves, thyme, oregano, salt, pepper"
468,layered banana pineapple dessert,"[""'graham cracker crumbs'"", ""'sugar'"", ""'margarine'"", ""'bananas'"", ""'cream cheese'"", ""'cold milk'"", ""'vanilla instant pudding'"", ""'pineapple'""]","

Bananas, Pineapple, Graham Crackers, Cream Cheese, Whipped Cream, Vanilla Extract, Sugar, Butter."
469,scalloped potatoes,"[""'onion'"", ""'butter'"", ""'potatoes'"", ""'lemon juice'"", ""'thyme'"", ""'salt'"", ""'nonstick vegetable cooking spray'"", ""'whole wheat flour'"", ""'milk'"", ""'bread crumbs'""]","

Potatoes, butter, onion, garlic, flour, milk, salt, pepper, nutmeg, cheddar cheese."
470,herb butter,"[""'butter'"", ""'lemon juice'"", ""'fresh herb parsley'"", ""'taragon basil'"", ""'salt'""]","

Butter, Parsley, Thyme, Rosemary, Garlic, Salt, Pepper"
471,turnip greens,"[""'greens'"", ""'bacon grease'"", ""'salt'"", ""'baking soda'""]","

Turnip greens, olive oil, garlic, onion, red pepper flakes, salt, pepper."
472,bourbon balls,"[""'butter'"", ""'confectioners sugar'"", ""'bourbon'"", ""'semi-sweet chocolate'"", ""'pecan'""]","

Bourbon, powdered sugar, butter, vanilla extract, cocoa powder, pecans, corn syrup"
473,pinto beans,"[""'beans'"", ""'ground ginger'"", ""'melted meat drippings'"", ""'salt'"", ""'sugar'""]","

Pinto beans, water, salt, onion, garlic, cumin, oregano, chili powder, black pepper, bay leaves."
474,chili spaghetti,"[""'hamburger'"", ""'mango'"", ""'onion'"", ""'tomato sauce'"", ""'chili powder'""]","

Tomato sauce, ground beef, onion, garlic, chili powder, oregano, cumin, red pepper flakes, bell pepper, black beans, spaghetti noodles, salt, pepper."
475,cherry delight,"[""'pineapple'"", ""'cherry jello'"", ""'cottage cheese'""]","

Cherries, Graham Cracker Crumbs, Butter, Powdered Sugar, Cream Cheese, Vanilla Extract, Whipped Cream"
476,banana split dessert,"[""'graham crackers'"", ""'powdered sugar'"", ""'eggs'"", ""'pineapple'"", ""'nuts'"", ""'butter'"", ""'vanilla extract'"", ""'bananas'"", ""'whipped cream'"", ""'maraschino cherries'""]","

Banana, Vanilla Ice Cream, Chocolate Ice Cream, Strawberry Ice Cream, Whipped Cream, Chopped Nuts, Maraschino Cherries, Chocolate Syrup, Caramel Syrup"
477,strawberry salad,"[""'bananas'"", ""'pineapple'"", ""'frozen strawberries'"", ""'strawberry jell-o'"", ""'boiling water'"", ""'sour cream'""]","

Strawberries, lettuce, feta cheese, walnuts, olive oil, balsamic vinegar, honey, salt, pepper."
478,peanut butter pie,"[""'eggs'"", ""'corn syrup'"", ""'peanut butter'"", ""'vanilla'"", ""'crust'""]","

Cream cheese, peanut butter, sugar, heavy cream, vanilla extract, graham cracker crust, whipped cream, chopped peanuts."
479,foolproof fudge,"[""'chocolate chips'"", ""'milk'"", ""'salt'"", ""'vanilla'"", ""'nuts'""]","

Butter, sugar, evaporated milk, vanilla extract, chocolate chips, nuts (optional)."
480,hamburger party balls,"[""'hamburger'"", ""'dill pickles'"", ""'carnation cream'"", ""'n'"", ""'onion'""]","

Ground beef, onion, garlic, bread crumbs, egg, Worcestershire sauce, ketchup, mustard, salt, pepper, cheddar cheese"
481,pigs in blanket,"[""'crescent rolls'""]","

Pork sausage, puff pastry, egg, butter, mustard, garlic powder, onion powder, paprika, salt, pepper."
482,fresh tomato salsa,"[""'tomatoes'"", ""'tomato sauce'"", ""'purple onion'"", ""'garlic'"", ""'jalapeno peppers'"", ""'cilantro'"", ""'oregano'"", ""'lime juice'"", ""'salt'""]","

Tomatoes, Onion, Garlic, Jalapeno, Cilantro, Lime Juice, Salt, Pepper"
483,fresh apple cake,"[""'cooking oil'"", ""'eggs'"", ""'salt'"", ""'baking powder'"", ""'nuts'"", ""'apples'"", ""'sugar'"", ""'flour'"", ""'soda'"", ""'coconut'"", ""'vanilla'""]","

Flour, baking powder, baking soda, salt, butter, sugar, eggs, apples, cinnamon, nutmeg, vanilla extract"
484,pumpkin pie dessert,"[""'butter'"", ""'sugar'"", ""'margarine'"", ""'cold milk'"", ""'instant vanilla pudding'"", ""'pumpkin'"", ""'pumpkin pie spice'"", ""'ground cinnamon'"", ""'ground ginger'"", ""'ground nutmeg'"", ""'topping'"", ""'peanuts'""]","

Pumpkin, Sugar, Evaporated Milk, Eggs, Cinnamon, Nutmeg, Ginger, Cloves, Salt, Pie Crust"
485,vermicelli salad,"[""'vermicelli noodles'"", ""'black olives'"", ""'green onions'"", ""'pimento'"", ""'wesson oil'"", ""'seasoning'"", ""'lemon juice'"", ""'mayonnaise'""]","

Vermicelli, cucumber, tomatoes, onion, bell pepper, lemon juice, olive oil, garlic, parsley, salt, pepper."
486,two potato bake,"[""'sweet potatoes'"", ""'red potatoes'"", ""'fresh onion'"", ""'oleo'"", ""'salt'"", ""'milk'"", ""'parsley'"", ""'parmesan cheese'""]","

Potatoes, butter, cream, garlic, onion, cheese, salt, pepper."
487,spinach dip,"[""'loaves'"", ""'sour cream'"", ""'mayonnaise'"", ""'green onions'"", ""'vegetable soup'""]","

Mayonnaise, sour cream, cream cheese, spinach, garlic, onion, Parmesan cheese, lemon juice, Worcestershire sauce, salt, pepper."
488,scalloped potatoes,"[""'frozen hash brown potatoes'"", ""'cream of chicken soup'"", ""'sour cream'"", ""'chives'"", ""'cheddar cheese'""]","

Potatoes, butter, onion, garlic, flour, milk, salt, pepper, nutmeg, cheddar cheese."
489,pork chop dinner,"[""'pork chops'"", ""'potatoes'"", ""'fresh mushrooms'""]","

Pork chops, potatoes, carrots, onion, garlic, olive oil, salt, pepper"
490,chicken casserole,"[""'chicken'"", ""'celery'"", ""'rice'"", ""'mayonnaise'"", ""'cream of chicken soup'"", ""'lemon juice'"", ""'onion'"", ""'eggs'"", ""'water chestnuts'"", ""'butter'"", ""'slivered almonds'"", ""'corn flakes'""]","

Chicken, onion, celery, carrots, mushrooms, garlic, thyme, bay leaves, chicken broth, cream of mushroom soup, butter, flour, salt, pepper."
491,cabbage and noodles,"[""'cabbage'"", ""'onions'"", ""'egg noodles'"", ""'butter'""]","

Cabbage, Noodles, Salt, Pepper, Olive Oil, Garlic, Onion, Soy Sauce"
492,scalloped tomatoes heart smart,"[""'tomatoes'"", ""'green pepper'"", ""'onion'"", ""'garlic'"", ""'basil'"", ""'pepper'"", ""'stale'"", ""'margarine'""]","

Tomatoes, Onion, Garlic, Olive Oil, Breadcrumbs, Parsley, Salt, Pepper."
493,hobo dinner,"[""'hamburger'"", ""'potato'"", ""'carrot'"", ""'onion'"", ""'salt'"", ""'patty of butter'""]","

Potatoes, Carrots, Onion, Ground Beef, Salt, Pepper, Ketchup, Worcestershire Sauce"
494,monkey bread,"[""'regular'"", ""'sugar'"", ""'cinnamon'"", ""'pecan'"", ""'maraschino cherries'"", ""'margarine'"", ""'brown sugar'"", ""'cinnamon'""]","

Brown sugar, butter, cinnamon, raisins, biscuit dough, nuts, sugar"
495,mixed up marinade,"[""'steak sauce'"", ""'red wine vinegar'"", ""'soy sauce'"", ""'ketchup'"", ""'garlic salt'"", ""'pepper'"", ""'onion powder'""]","

Soy sauce, garlic, honey, brown sugar, olive oil, ginger, red pepper flakes, white wine vinegar"
496,banana nut muffins,"[""'flour'"", ""'walnuts'"", ""'toasted wheat germ'"", ""'brown sugar'"", ""'baking powder'"", ""'cinnamon'"", ""'salt'"", ""'ground nutmeg'"", ""'bananas'"", ""'milk'"", ""'butter'"", ""'egg'"", ""'cinnamon sugar'""]","

Flour, baking powder, baking soda, salt, sugar, banana, walnuts, butter, eggs, vanilla extract"
497,fudge pie,"[""'eggs'"", ""'sugar'"", ""'butter'"", ""'flour'"", ""'cocoa'"", ""'salt'""]","

Flour, sugar, butter, cocoa powder, eggs, vanilla extract, salt, milk"
498,brazilian coffee cookies,"[""'shortening'"", ""'sugar'"", ""'milk'"", ""'flour'"", ""'brown sugar'"", ""'egg'"", ""'powdered instant coffee'"", ""'salt'"", ""'vanilla'"", ""'baking soda'"", ""'baking powder'""]","

Flour, sugar, butter, eggs, baking powder, ground coffee, cocoa powder, salt"
499,quick energy pickups,"[""'graham crackers'"", ""'powdered sugar'"", ""'crunchy peanut butter'"", ""'semi-sweet chocolate chips'"", ""'milk'""]","

Bananas, nuts, dark chocolate, dried fruit, energy bars, yogurt, oatmeal, smoothies, avocados, seeds, whole grain toast, hummus, apples, oranges."
500,chicken with rice arroz con pollo,"[""'cook chicken'"", ""'garlic'"", ""'salt'"", ""'green pepper'"", ""'onion'"", ""'olives'"", ""'achiote coloring'"", ""'water'"", ""'peas'"", ""'oregano'"", ""'tomatoes'"", ""'onion'"", ""'capers'"", ""'rice'"", ""'pimentos'"", ""'tomato sauce'""]","

Chicken, Rice, Onion, Garlic, Green Pepper, Red Pepper, Tomatoes, Olives, Saffron, Chicken Broth, Paprika, Salt, Pepper"
501,puff pancakes,"[""'eggs'"", ""'flour'"", ""'milk'"", ""'butter'"", ""'sugar'"", ""'salt'""]","

Flour, Baking Powder, Salt, Milk, Eggs, Butter, Sugar"
502,easy hot dish,"[""'onion'"", ""'veg-all'"", ""'hamburger'"", ""'cream of chicken soup'""]","

Potatoes, Carrots, Onion, Garlic, Olive Oil, Salt, Pepper"
503,hot spiced tea,"[""'sugar'"", ""'instant tea'"", ""'cinnamon'"", ""'cloves'""]","

Cinnamon, Cloves, Cardamom, Ginger, Honey, Black Tea, Milk"
504,easy spaghetti,"[""'spaghetti'"", ""'ground beef'"", ""'olive oil'"", ""'onion'"", ""'clove garlic'"", ""'parsley'"", ""'salt'"", ""'pepper'"", ""'tomato juice'"", ""'tomato paste'"", ""'worcestershire sauce'"", ""'oregano'"", ""'spatini'"", ""'brown sugar'""]","

Tomato sauce, spaghetti noodles, garlic, olive oil, onion, basil, oregano, salt, pepper"
505,cashew chicken,"[""'chicken'"", ""'green pepper'"", ""'blanched cashews'"", ""'pineapple'"", ""'snow peas'"", ""'water'"", ""'chicken'"", ""'cornstarch'"", ""'sherry'"", ""'soy sauce'"", ""'powdered ginger'"", ""'peanut oil'""]","

Cashews, chicken, soy sauce, garlic, ginger, sesame oil, rice vinegar, sugar, red pepper flakes, green onions, vegetable oil"
506,corn casserole,"[""'margarine'"", ""'red'"", ""'onion'"", ""'corn'"", ""'corn'"", ""'eggs'"", ""'corn muffin'"", ""'cheddar cheese'""]","

Eggs, corn, butter, cream-style corn, sour cream, cornmeal, sugar, salt, pepper"
507,rhubarb crumble,"[""'brown sugar'"", ""'rolled oats'"", ""'flour'"", ""'butter'"", ""'cinnamon'"", ""'rhubarb'"", ""'sugar'"", ""'cornstarch'"", ""'water'"", ""'vanilla'""]","

Rhubarb, Sugar, Flour, Butter, Cinnamon, Nutmeg"
